address,x,y
서울 서초구 서초중앙로31길 6-9,127.011197301364,37.5004807553731
경기 수원시 영통구 효원로 397 중앙프라자,127.045166664033,37.2590570333271
부산 동구 중앙대로 192 1층,129.039757675018,35.1143323269715
